"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"LINC01671",0.0427,1.5086
"MTND1P12",0,0
"LINC01504",0.9617,1.5847
"PACRG-AS2",0,0
"KRT41P",0,1.1045
"BOLA3-AS1",5.6971,2.8738
"MPRIP-AS1",0.1434,0
"AC004938.1",0,0
"LINC01867",0,0
"LINC01763",0,0
"RPS15AP10",1.7866,4.2058
"AC009477.1",0,0
"RAB6C-AS1",0.2112,20.907
"AL021707.1",0.3033,0
"AC092634.2",0,0
"TPI1P4",0,0
"AC073346.1",0,0
"AL049812.2",0,0.1503
"AL590233.1",0,0.9787
"FDPSP1",0,0
"ZNF70P1",0,0
"RFPL1S",0.1715,0.1781
"OFD1P10Y",0,0
"AL023773.1",0,0
"JPX",0.2974,1.2272
"BX119917.1",0,0
"AL136366.1",0.8743,1.5706
"ATP13A4-AS1",0,0
"AC099789.1",0,0
"MTCO3P5",0,0
"AC099730.1",0,0
"AL031737.1",0,0
"PLCB1-IT1",0,0
"AC006548.1",0,0
"RPS6P14",0,0
"RPL22P4",0,0
"NUTM2B-AS1",1.696,2.3455
"AL663058.1",0,0
"RPL35AP7",0,0.2861
"AC092447.4",0,0
"AL354707.1",0.0716,2.3318
"UBE2Q2P4Y",0,0
"GBP1P1",4.0947,1.6318
"LINC01107",0.0768,0.6327
"RTRAFP1",0.2063,0.1214
"KCNMA1-AS2",0,0
"AC002064.1",0.5173,3.8966
"RPL15P4",0,0
"SNRPFP3",0,0
"GAPDHP16",0.0788,0
"AC104332.1",0,0
"CYP4A22-AS1",0,2.8105
"AC069282.1",13.5518,20.702
"SSXP5",0,0
"AIFM1P1",0,0
"PCDH8P1",0,0
"LINC00475",0.4914,0.9948
"AL158824.1",0.337,0
"MTND1P34",0,0.133
"FAM197Y5",0,0
"LINC01703",0.9873,3.9842
"AL365434.1",0,0
"SNED1-AS1",0.6783,2.7144
"AL592114.2",0,0.6711
"IGKV6D-21",0,6.3287
"MKRN2OS",0.3482,3.8934
"AL450384.1",0.7345,1.5128
"Z82206.1",0.1721,0.4051
"SP3P",0.0367,0.0432
"AL807761.2",0.104,0.4897
"AL731684.1",0,0
"PAWRP1",0,0.316
"LINC01393",0.4286,0.0388
"STIP1P3",0.0467,0
"AC073325.1",0,0
"OR5BE1P",0,0
"LINC01821",0,0
"ZNF385D-AS1",0,0
"AC245452.1",0.5803,0
"AL162399.1",0,0
"LINC02476",0.0283,0
"LINC01980",0,0
"SELENOKP3",0.193,0.1514
"AL157827.1",1.149,0
"NAALADL2-AS1",0,0
"AP000320.1",0,0.0338
"C2CD4D",0.6906,6.7564
"MTCO3P20",0,0
"UBE2D3P2",0.6816,1.2035
"AC083867.2",0,0
"FAM197Y8",0,0
"LINC01710",0,0
"AC006076.1",0,0
"LINC01492",0,0
"AC093155.1",0.0918,0.2161
"CCT4P2",0,0
"AC013733.1",0,0
"DOCK4-AS1",0,0.0716
"RPL35P5",4.5089,4.8247
"DRAXINP1",0,0.0942
"NCBP2-AS1",0.8096,3.9705
"EDNRB-AS1",0.095,0.1118
"PA2G4P5",0.0644,0.1515
"TRIM53AP",0,0
"AC011193.1",0,0
"AC004690.1",0,0
"IPPKP1",0.0987,0
"AC096669.1",0,0
"BX248409.1",1.4869,0.7
"AC098826.1",0,0
"LINC01623",0,0.0288
"AL606519.1",0,0
"MTOR-AS1",0,0
"AC244394.1",0.1366,0.1608
"AC092813.1",0,0
"AC005281.1",0,0
"CDY20P",0,0
"AC007679.1",0,0
"LINC02158",0.2536,0.2985
"AC099552.2",0,0
"LINCMD1",0.1641,0
"ZNF469",2.8739,4.7888
"RBMY2UP",0,0
"AL138785.1",1.3746,0.809
"MYT1L-AS1",0,0
"AC104463.1",0,0.2445
"PPIAP17",0,0
"AGBL4-IT1",0,0
"TBL1YP1",0,0
"AC090517.1",0,0
"C9orf135-DT",0,0.0426
"MTND2P28",1680.1506,194.9272
"AL161644.1",0,0.0803
"HNRNPA3P15",0.0739,0
"AP001046.1",0,0.0317
"PABPC1P12",0,0
"PGAM1P2",0.523,0.1231
"LINC01729",0,0
"SNRPEP5",0,0
"AL606491.1",1.57,1.2936
"RPL35AP4",0,1.7501
"AC005487.1",0,0
"SBDSP1",68.3654,61.8093
"AC064875.1",0.102,0.4801
"EIF2S2P5",0,0
"KCNMA1-AS3",0.0357,0.462
"RNF19BPY",0,0
"BX255923.1",0.5568,0.1311
"AL118511.2",0,2.296
"LINC01716",0,0
"TAF13P2",0,0
"Z99497.1",0,0
"RPL14P5",0.1039,0
"AC012519.1",0,0
"MCRIP1",56.9862,91.3642
"YWHAZP8",0,0
"SAR1AP3",0,0
"RPL23AP27",0,0
"CADM3-AS1",4.0188,3.6676
"FCF1P6",0,0
"CCNT2P1",0,0
"AC104164.1",0,0
"IPO7P2",0,0.204
"LINC01771",0,0.1574
"AC002378.1",0,0.0808
"AP000619.1",0.0758,0
"AL163953.1",0.1045,0
"AC005730.1",0,0
"PACRG-AS3",0.0077,0
"FAM225B",0.3548,0.1693
"TSPY5P",0,0
"AL008633.1",0.063,0
"TREML5P",0,0.155
"LAGE3P1",0.47,0.1844
"HNRNPA1P35",1.0237,0.4634
"SLC26A6",4.3788,11.6945
"IGHV3-72",1.5511,46.4538
"EIF4A1P13",0,0
"AC114737.1",0.1674,0
"AC004899.1",0,0
"PTPRD-AS1",0.3781,0.1246
"AL354984.2",0,0.0872
"AL355149.1",0,0
"AL512326.3",0,0
"ATP5MC2P1",0,0
"RPL30P1",0,0
"PSMA1P1",0,0.1147
"ELOCP13",0,0
"AC092100.1",0.0553,0
"NMNAT1P2",0,0
"AL031846.1",0.3555,0.2789
"AL592166.1",0,0.2333
"RPL24P9",0,0
"MTND6P15",0,0
"ASH2LP3",0,0
"FAM66E",0.0267,0.0943
"AC007000.2",0.9343,0
"AL139184.1",0,0
"TMEM230P1",0,0
"ADGRF5-AS1",0.1942,0
"PDE9A-AS1",4.3234,0.2544
"FGD5-AS1",238.3091,137.9822
"NEK4P1",0,0
"NRG3-AS1",0,0
"NPM1P18",0,0.1219
"ELOCP6",0,0
"AC245517.1",0,0
"LINC02036",0,3.4408
"AC017002.1",0,0.1127
"MEG8",0.0579,0.0487
"AL357500.1",0,0
"AC087501.1",0.2121,0.3745
"AL023581.1",0,0
"AL451063.1",0,0.0788
"DBH-AS1",0.5318,4.9656
"RPS17P17",0,0
"LINC00489",0,0
"LINC00431",0.6378,0
"AL596247.1",0.1716,0.4039
"LINC01389",1.57,2.7719
"P3H2-AS1",0.1801,0.212
"LINC01831",0,0
"DHRS4L1",0.1788,0.1403
"FAF1-AS1",0,0.7098
"LINC02620",0,7.0489
"CROCCP1",0,0.0157
"RPS29P3",0.4435,1.0439
"SIRPAP1",0.2571,0.1513
"AL137220.1",0,0
"DDX39AP1",0,0
"PROSER2-AS1",0.1621,0.8451
"AL122001.1",0,0.4825
"OR6V1",0,0
"MIAT",0.349,1.2129
"AL109610.1",0,0
"LSM3P3",0,0.2917
"AC007953.1",0.0689,1.5678
"TRAM2-AS1",5.1566,4.2123
"AC004540.2",1.1298,0.0633
"TMEM30A-DT",0.4573,0.3494
"AC073321.1",0,0
"AC006463.1",0,0.3847
"MTND4P23",0.0556,0.131
"UBDP1",0,0
"AC025918.1",0.99,0.9322
"RABEPKP1",0,0
"WARS1P1",0,0.1966
"MRPS11P1",0,0
"DEFB131B",0.356,2.0952
"AL121917.1",0.6261,1.6039
"AC069281.1",0.0761,0
"DNAJC19P5",1.9198,3.6719
"RBMY2KP",0,0
"AL354771.1",0,0
"AC009299.1",0,0
"GRPEL2P2",0,0
"AC092669.1",0,0
"GTF3AP5",0,0
"AC118653.1",0,0
"AC013269.2",0,0
"UBXN7-AS1",0.1965,0.2312
"RPL7P45",0,0
"IGHD6-25",0,0
"LINC00626",0,0
"SFTPA3P",0,0
"FAM229A",2.6388,6.8079
"ERCC6",6.15,5.7123
"RPS18P1",0,0
"AL035090.1",0.2284,0
"GS1-594A7.3",0,0.1555
"AL157400.1",0,0
"TRMT2B-AS1",0.3699,0.8708
"AC010970.1",0.0821,0.0483
"GGCTP3",0,0
"NIPA2P1",0,0.0915
"AC112719.1",0,0
"MKRN7P",0,0.6714
"AL355490.1",0.1884,0.4435
"HLA-S",1.4308,0
"AL451139.1",0,0.5159
"RUSC1-AS1",2.9332,15.9168
"PCNPP2",0,0
"LINC02816",0,0.4773
"MATR3P1",0,0
"AL645939.1",0,0
"AL022315.1",0,0.1792
"AC016582.1",0.0912,0.4293
"AC008696.1",0,0
"LINC00368",0.1167,0
"AC245100.2",0.0452,4.8376
"LINC01529",0.0505,0.1783
"C3orf86",0.5669,0.2224
"AC024067.1",0,0
"PSG8-AS1",0.081,0
"SERBP1P2",0,0
"AL513210.1",0.0166,0
"LINC00115",0.691,3.5242
"AC009365.2",0,0
"LINC01456",0,0
"BMS1P11",0,0
"AC098872.1",0,0
"AC023590.1",0.0255,0.0601
"AL445490.1",0.5971,0.5406
"AC012368.1",0.6449,0.8603
"DHDDS-AS1",0.3608,2.265
"AL136231.1",0.2078,1.1004
"TRAPPC2P8",0,0
"ELOCP36",0,0
"AC002075.1",0,0
"FRG2B",0,0
"HSPE1P13",0,0
"MTND2P9",0.0815,0
"AL035404.2",0.2494,0.2936
"MORF4L1P7",0,0
"AL391244.1",0.6983,3.1231
"AP000949.1",0,0
"RPS27P16",1.5091,0.4441
"AC009310.1",0,0
"RPL26P36",0.3479,0.2047
"AL138767.3",0.1532,0.5409
"TSBP1-AS1",0.2517,0.1975
"AC007879.2",0.2753,0.324
"RPL7P59",0.1608,0.0947
"LINC01745",0,0
"RIMKLBP2",4.87,6.6874
"NOL7",52.8003,76.8343
"RPL21P92",0,0
"AC092393.1",0,0
"TAB2-AS1",0.0556,0
"AL672138.1",0,0
"CACYBPP1",0,0.261
"AC000036.1",0.4856,0.1319
"LINC02249",0.0144,0.0169
"AL139246.2",0.2923,0.3441
"CTAGE4",0.0879,0.3794
"RPS14P5",0,0
"FAM133FP",0,0
"BANF1P5",0,0.3446
"AL731557.1",1.325,0.9597
"PCA3",0.0107,0
"AL109741.1",15.9944,2.6578
"C5orf67",0.2966,1.1637
"LINC01875",0,0.2705
"AC016907.1",0,0
"RIOK3P1",0,0
"AL121574.1",0.181,0.6391
"AL596448.1",0,0
"LINC02648",0,0
"Z77249.2",0,0
"NTF4",0,5.8329
"ODF2-AS1",0.1863,0.6579
"AL512444.1",0,0
"SATB2-AS1",0.5308,0.0446
"AL050320.1",0.5101,0.8005
"AC231532.1",0,0
"MTND4P3",0,0
"AL441989.1",0,0
"AC009950.1",0.4901,0.6757
"NRIR",0.6345,0.3896
"AL117339.1",0,0
"ELFN1",2.1103,2.2517
"ABHD11-AS1",3.5511,5.3931
"AL500522.1",0,0
"RPS3AP51",0,0.3394
"MTND1P23",7.1348,746.9202
"PIGBOS1",17.5295,22.6322
"AC005550.1",0.2431,0.2861
"LINC01534",2.2103,2.775
"CKS1BP2",0.316,0
"HAR1A",0.6044,0.332
"AC010746.2",0,0
"OR7E19P",0,0
"AC102953.1",1.3705,0.1792
"AL355482.2",0,0.6236
"HMGB1P26",0,0
"LAMP5-AS1",0,0.2315
"SNRPEP7",0,0
"RPL23AP34",0,0
"TRGVA",0.7982,0
"OR4A8",0,0
"NDUFA12P1",0,0
"GTF2IP14",3.494,6.0926
"PPIAP37",0,0.181
"LINC02528",0,0
"LINC02660",0.1991,1.2188
"BX005266.2",0,0.0779
"SEPTIN14P3",0,0
"KCNIP2-AS1",7.4972,0.5063
"AL355852.1",0.0428,0
"OFD1P1Y",0,0
"AP001434.1",0,0.311
"MRPS18BP1",0,0
"AL358176.2",0,0
"CCT8P1",2.5171,5.9253
"RPL36AP55",0,0
"PRICKLE2-AS3",0.0608,0.0715
"CDK2AP2P3",0,0
"AC026167.1",1.2681,0.2985
"CT47A6",0,0
"COX5BP7",0,0
"LGALS17A",0,0.5904
"AC092802.1",0.9121,0.3505
"PFN1P12",0,0
"LINC01772",1.1684,1.5128
"HLA-DQB3",0,0
"FGF13-AS1",3.2452,0.8575
"AL035530.1",0,0
"NANOGNBP1",0,0
"AL590648.1",0,0
"LINC01040",0,0
"PPIAP21",0.3027,0.8908
"AC005740.1",0,3.9327
"AC010745.1",0,0
"CDY10P",0,0
"AP000561.1",0,0
"AC234644.1",0,0.2412
"AP1S2P1",0,0
"AL807761.3",0,0.2713
"YBX1P8",0,0
"TLK2P1",0.6177,0.5033
"ZNF503-AS1",0.0719,0.1353
"LINC01776",0,0
"MEMO1P1",3.2451,6.3324
"PAICSP1",0.9347,1.1001
"MTND4P32",0,0
"PHF2P2",0.0767,0.0226
"AC092570.1",0,0
"HMGB3P20",0,0
"PCMTD1P1",0,0
"AC009531.1",0,0
"PGBD4P6",0,0
"ZBTB45P2",0.0495,0
"ZP3P2",0,0
"LINC00623",3.6458,4.4285
"HNRNPA3P4",0,0
"AL139275.1",0,0
"AC016772.1",0,0
"PRSS44P",0.0706,0.3324
"PHKG1P1",0,0
"AL356309.1",0,0
"AL138830.1",0.0923,0
"RPL6P4",0,1.2513
"USP12PX",0,0
"AC096915.1",0,0
"SLC39A12-AS1",0,0.0346
"AC113935.1",73.7828,146.0262
"UQCRFS1P1",0.4624,0.5442
"EIF3LP3",0.1845,0.3258
"AC073283.2",0.0968,4.9355
"HHLA3-AS1",0.5275,0.3105
"AL122017.1",0.0965,0.2271
"LINC00937",0.0536,0.2207
"RBMY2AP",0,0
"RPS28P8",0,0
"RPL7P3",0,0
"AC087499.1",0,0
"AC099342.1",0,0.0417
"SEC11B",0.152,0
"LINC02097",0.0156,0.0552
"SEPTIN7P3",0.1221,0
"AC004383.1",0.5248,0.9265
"RAB28P1",0,0
"BX323845.2",0,0
"FCF1P4",0,0.4877
"AL133217.1",0,0
"NDUFB4P5",0,0
"AP001476.2",0,0
"USP9YP6",0,0
"AC090844.1",0,0
"MTND3P1",0,0
"C3orf49P1",0,0
"AHCTF1P1",0.4447,0.6804
"DDC-AS1",0,0.0503
"FTCDNL1",5.0792,5.689
"LINC01907",0.29,0.0931
"PSMC1P12",0,0
"RPL26P9",0,0.2061
"AC013248.1",0,0
"PPIAP66",0.3045,0
"RPS3AP46",0,0.1309
"LINC02794",0.154,0.3626
"AL359502.1",0,0
"BAIAP2-DT",11.1691,31.6034
"AC004801.1",0.2106,0.2479
"LINC02654",0,0
"AC244107.1",0.2284,0
"RPL35P8",0,0
"Z98752.1",0,0
"RPS27AP3",0,0
"KRT16P6",0.1591,0.7493
"TUBBP10",0,0
"SLC25A39P1",0,0.1676
"AL356124.1",0.2779,0.0916
"CHP1P3",0.2148,0
"RPL23AP76",0,0
"OR52E3P",0,0
"CLCP2",0,0.212
"LINC01375",0,0
"AC137499.1",0,0
"EIF4A1P5",0.1385,0.0815
"AL513185.1",0,0
"FGFR3P6",0,0
"AC244670.1",0,0
"AP4B1-AS1",0.4373,0.7721
"AL589794.1",0,0
"AL121885.1",0,0
"AL139420.1",0.1161,0
"TEX22",0.3689,2.5431
"LINC00685",2.3033,14.8065
"AC010536.1",0.1162,1.3332
"AL132671.1",0,0
"RANP7",0,0
"TRIM64FP",0.0553,0.0651
"ELOCP21",0.2257,0.7969
"HNRNPA1P3",0.1376,0.162
"CLK3P2",0,0.0614
"AL049548.1",0,0
"LINC02519",0.1695,0.4322
"GAPDHP75",0,0
"AL583785.1",2.3368,0.9298
"AC112492.1",0,0
"SGMS1-AS1",2.093,2.3026
"LINC01733",0,0
"AL157359.1",0,0
"RPS3AP27",0,0
"BX470209.1",0.1656,0
"AL080316.1",0,0
"AL513285.1",0,0
"RBISP1",0,0
"WASH8P",11.811,48.0421
"AL445466.1",0,0
"TRGV6",1.0145,0
"UBQLN4P2",0,0
"RPS12P5",0.2044,0
"RPL19P1",0,0
"AC079163.1",0,0
"CICP22",0.0575,0.609
"RPL26P19",6.7522,8.7626
"H2BP7",0,0
"TSPY16P",0,0
"PRELID3BP1",0,0
"RPLP0P1",0,0
"AC007237.1",0,0
"NPIPB14P",0.0439,0.0517
"Z82188.1",0,0
"KRT18P24",0,0.1544
"LEMD1-AS1",0.0818,0.0642
"GAS1RR",2.1845,2.3195
"AC132807.1",0,0
"AL031658.1",0.83,0.1293
"LINC00381",0,0.0593
"Z75746.1",0.0365,0
"RPS17P8",0,0
"RPL37AP1",2.718,3.1991
"ZNF32-AS1",0.5242,4.7302
"KRT18P36",0.1189,0.0699
"SUPT4H1P1",0.223,0.525
"AL365271.1",0,0
"LINC00408",0,0
"LINC02608",0.1276,0.2252
"AL135960.1",0.5825,0.0885
"MRPL35P3",0,0.4904
"PTP4A1P3",0,0
"UBE2V2P1",0,0
"GRM7-AS3",0,0
"GTF2H2B",1.0101,2.0413
"PIMREGP1",0.1077,0.5071
"PHKBP1",0,0
"ISM1-AS1",0,0.6845
"AC009961.1",0.3341,1.3762
"AC135977.1",2.4513,1.8614
"ZNF736P2Y",0,0
"ARHGAP26-AS1",0.0766,0.0902
"STUB1P1",0,0
"AC093382.1",0,8.9492
"AC105393.1",0,0.0367
"PSPHP1",0.2905,136.449
"RPL12P10",0.6091,0.1792
"AL049641.1",0,0
"AL031123.1",0.6948,0.3213
"ARPC3P1",0.4268,1.0048
"NUP35P2",0.0804,0
"AL008733.1",0,0
"TMEM191A",0.4482,4.9459
"OR52I2",0.0114,0
"CDCA4P3",0,0
"AC091729.2",0.2511,0.2956
"RPS3AP10",0,0
"AC036101.1",0,0
"RPL17P14",0,0
"RAD23BP3",0,0
"RPSAP62",0,0
"PDCL3P1",0,0
"AC122683.1",0.3173,0
"AL358612.1",0,0
"NPY6R",0.0761,0.239
"HNRNPDLP1",0,0
"AL122058.1",0.1173,0.2761
"SMARCE1P2",0.0622,0.0732
"AL022157.1",0.7982,4.1608
"CFLAR-AS1",1.4523,0.3913
"MTCYBP12",0,0
"ZNF192P1",1.4589,0.9111
"LINC00351",0,0
"RPS3AP38",0.6957,1.2868
"LINC01811",0,0.1123
"CROCC2",0.0634,0.5972
"AC006150.1",0,0
"AL358453.1",0,0
"RPSAP49",0.2568,0.1007
"NUP50-DT",8.2085,8.3829
"AC005682.1",8.4258,4.5024
"AL606489.1",2.8086,8.4481
"RPL23AP28",0,0
"AL354836.1",4.7882,15.0726
"AL359182.1",3.3955,0.7612
"MRPS16P3",0,0
"TMEM252-DT",0,0.0513
"AC079150.1",0,0
"RPS26P56",0.316,0
"USP8P2",0,0.1638
"MTCYBP39",0,0
"NMD3P1",0.1529,0.06
"CST12P",0,0
"AC083822.1",0,0
"VN2R10P",0,0
"AC099066.1",0,0.3343
"PSPC1-AS2",3.0252,2.1364
"TAF9P1",0,0
"AL353803.1",0,0.116
"RPS6P20",0,0
"KRT8P38",0,0
"ACTG1P24",0.1729,0.7124
"RPL10AP6",3.4892,22.4509
"TERF1P5",0,0.0739
"FAM41AY2",0,0
"HAGLROS",0.8794,6.1309
"LINC02089",0,0
"CCDC12P1",0,0
"ST7-AS2",0.021,0.0247
"USP9YP11",0,0
"LINC00375",0,0
"DCAF8L1",0,0
"LINC01345",0,0.0412
"AL022310.1",0.1099,0
"AL135923.1",0,0
"AC084809.1",0.0251,0.915
"AC016831.1",0.1489,0.2832
"LINC01876",0.0558,6.9012
"PARD3-AS1",1.0044,5.3199
"SORCS3-AS1",0,0
"ELL2P4",0,0
"MAPK6P6",0,0
"KCNQ2-AS1",0,0
"MTATP6P21",0,0
"IFNA20P",1.7235,2.5357
"AC093423.1",0,0
"MRPS21P5",0,0
"AL031727.1",4.1666,10.3969
"C12orf77",0,0
"AC013480.1",0.2192,0
"AC010385.1",0,0
"AC006015.1",0,0
"AL392089.1",0,0.2507
"AL133325.1",0,0
"RBMX2P1",0.0907,0.2135
"RPL23P11",0,0
"AL450332.1",0.2377,0.0559
"AC104058.1",0,0
"AC079355.1",0,0
"LINC02628",0,0
"OR8T1P",0.5782,0.2917
"MTCYBP38",0,0
"TPI1P1",4.8533,2.7372
"MRPL23-AS1",0.2425,0.3806
"SLC16A1-AS1",0.8614,0.6759
"IGLV3-4",0,0
"SLC25A5P5",0.0845,0.0995
"AC093642.1",0,0
"AL358613.1",0,0
"AC012558.1",0,0.1435
"HMGN2P7",0.2778,0.3269
"RPL15P13",0.1176,0.2768
"AL590399.2",0,0
"USP17L7",0.1802,0.1591
"AL121929.1",0,0.3407
"AC010342.1",0.4323,0.2035
"AP000290.1",0,0
"ANKRD18DP",0.066,0
"H3P43",0.3745,0.4408
"AL442071.1",0,0
"AC108161.1",1.5091,0
"LAMA4-AS1",0.679,0.0216
"PLCL2-AS1",0,0.287
"AC006037.1",0,0
"GAPDHP32",0.4559,0.5366
"ACTR3BP7",0,0
"BX322234.1",1.7094,1.5477
"NOTCH2P1",0,0
"ZNF25-DT",0,0
"RPL7AP51",0,0
"CDY5P",0,0
"CYP2D8P",0.458,1.9169
"LINC02542",0.7352,0.2163
"AL033380.1",0,0
"AL121787.1",0.0811,0
"RPL22P3",0.3981,1.1713
"OR10G5P",0,0
"AL390198.1",0.4624,1.0885
"RPA2P2",0.0953,0
"AC018641.1",0,0.1121
"ADAM1B",0.3792,1.0264
"RPS29P33",0,0
"Z93930.2",1.3928,5.2825
"AC008013.1",0.1901,0.7606
"PPIAP62",0.1577,0
"AP000532.1",0.4284,0
"LINC01748",0.0098,0.0288
"AC245028.1",0,0
"UPF3AP1",0.2694,0.3963
"TMEM185B",32.2563,44.4924
"OR7H1P",0,0
"ACTR3BP2",0,0
"ADIPOQ-AS1",2.3787,0
"AL392088.1",0,0
"AL606516.1",0,0
"RBM22P3",0,0
"LINC01035",0,0
"AL139254.1",0,0
"LINC01824",0,0
"AC104308.1",0,0
"AC138647.1",0,0
"FTOP1",1.8496,2.177
"RPL26P27",0.5206,2.451
"LINC00323",0.3246,0.6251
"LINC02549",0,0
"RPSAP21",0.0857,0.1009
"AL136380.1",1.4043,4.9587
"AC243772.1",0,0
"USF1P1",0,0
"KRT8P27",0,0
"TMEM167AP1",0,0
"AC007463.1",0,0
"IPMKP1",0.0887,0
"LINC01918",0.1503,0.7077
"AC005588.1",0,0
"UPK1A-AS1",0.0954,0.2245
"AC004386.1",0,0.6031
"FAM138B",0,0.0724
"LINC00390",0.0131,0.0616
"KIRREL1-IT1",0.2584,0.6082
"AC087499.2",0,0
"HDAC9-AS1",0,0
"AC074375.1",0,0
"RPS7P10",4.5273,3.7005
"AL049569.1",0,0.1403
"AP000289.1",0,0
"MTND1P1",0,0
"AL158055.1",0.0345,0.132
"AL022718.1",0,4.2503
"BTBD9-AS1",0,0.1594
"AP000552.1",0,0
"AL445487.1",0,0
"SETP15",0,0
"OR7E33P",0.0785,0
"MLXP1",0,0.1243
"GAPDHP73",0,0.1773
"AL359633.1",0,0
"AC114814.1",0,0
"MYL6P1",0,0.3941
"RPL7P22",0.1035,0.1218
"AL357552.1",0,0.2151
"SSU72P1",0,0
"AC016722.1",0,0
"SCDP1",0.2806,0.3303
"BX284613.1",0,0
"IMPDH1P7",0,0
"MTCL1P1",0,0
"AGKP1",0,0
"NPM1P49",0.2124,0.125
"TRAF6P1",0,0
"AL590383.1",0,0
"CYP4F26P",0,0.0219
"FTH1P20",30.582,22.4769
"AL445493.1",0,0
"AL390962.1",0,0
"LINC00606",0,0
"AL450304.1",0,0
"AL592429.2",0.1251,0.1104
"SNORD57",0,0
"AC003071.1",0.2407,0
"AC060234.1",0,0.1883
"MICC",0,0
"AL132657.1",1.8106,4.513
"MTCYBP31",0,0
"RPL39P40",0,1.2227
"LINC02848",0.2395,0.141
"UBE2V1P5",0,0
"AC006455.1",0,0
"UBE2V1P10",0.2819,0
"AC004911.1",1.7413,0
"AL356421.2",0,0
"AC245291.1",0,0
"IFNWP9",0,0
"AL450344.2",0,0
"CT47A9",0,0
"AL359979.1",0,0
"PAPPA-AS2",0,0
"AC092567.1",0,0
"FTLP3",67.9331,4.7333
"AL390067.1",0.1367,0.1609
"OFD1P2Y",0,0
"OR52M2P",0,0
"RPL21P110",0.17,0.2001
"AL137001.1",0,0
"LINC00343",0,0
"AC083855.1",0,0
"AC092155.1",0.6381,0.0117
"AC005099.1",3.1079,0.7316
"RBM17P1",0,0
"NOP56P2",0,0
"SHANK2-AS1",0,0.1189
"LINC00974",0.1417,0.1668
"SLC9A3P3",0,0
"UBE2V1P1",0.1704,0.8023
"PPIAP28",0,0
"AC006020.1",0,0.0963
"AL357793.1",0,0
"SHISA5P1",0,0.1747
"ACTG1P12",0.1301,0.1531
"AL513314.1",0.4769,0.2807
"AL121899.1",0,0.3269
"AP006216.1",0,0
"RPL7P37",0.1028,0.2419
"AL365356.1",0.1074,0.6953
"PLCG1-AS1",0.4604,1.4131
"AC019118.1",0.1743,0.2052
"KIF4B",0,0.0203
"PSMD10P2",0,0.1642
"OR13Z1P",0,0
"AC096732.1",0,0
"RPL23AP30",0,0
"AC021028.1",0.8877,0.1493
"TRBV2",0.3602,1.2721
"AC004973.1",0.1194,0
"CHMP1AP1",0,0
"MTND4P10",0,0
"AL020998.1",0,0
"SSR1P2",0,0
"HSPA9P1",0.1869,0.044
"AL136981.1",0,0.0185
"AL354977.1",0.6701,1.1831
"BCAS2P3",0,0
"AC005008.1",0.1239,0.5834
"LINC01108",0.0615,0
"TEX41",0.1953,0.0633
"LINC02679",0.1104,0
"IGBP1P1",0,0.1769
"AL606748.1",0.1158,0
"AC073311.1",0,0
"AC020595.1",0,0
"PWWP2AP1",0,0.1178
"CT47A12",0,0
"LINC01535",0.2423,0.7131
"ENTPD1-AS1",0.191,0.414
"AC013470.2",0,0
"NXNP1",0,0
"AL441943.1",0,0
"ANKRD20A10P",0,0
"LENG8-AS1",4.4258,19.3872
"AL034380.1",0,0
"AL360181.1",1.2364,1.9404
"MTND4P25",0,0
"RPL15P14",0.1192,0.9824
"MIR217HG",0,0
"NPM1P4",0,0
"SDCBPP1",0,0
"AL161452.1",0.2037,0.7192
"AL359458.1",0,0
"AC073409.1",0,0
"FGF12-AS3",0.7818,0.6134
"FAM66C",0.9969,2.7065
"LINC01709",0,0
"AL589986.1",0,0
"PTPRD-AS2",0,0
"SNRPGP8",0,0
"EEF1DP2",0,0
"LINC00424",0,0
"AL513175.1",0.5833,0
"AC109780.2",0,0
"PABPC1L2B-AS1",0,0
"TMEM256P2",0,0
"RPL35AP30",0,0
"AL138826.1",0,0
"SNRPGP12",0.356,0
"AL358972.1",0,0
"LINC02554",0.0716,0.0281
"HSBP1L1",8.3844,40.4832
"AC005326.1",0,2.177
"OAZ1P1",0,26.5814
"SMCR5",0.0267,0.0314
"FSIP2-AS2",0,1.2734
"AL360271.2",0,0
"CUTALP",5.1332,29.5049
"FOXN3P2",0,0
"AL606760.1",0.5079,1.5175
"VPS25P1",0,0
"AC007365.1",0.9676,1.1388
"PP12613",0,0
"DISC1-IT1",0,0
"DAB1-AS1",0,0
"TAS2R46",0.1631,0
"LINC02668",0.0815,0.0384
"SRRM5",0.2529,1.7196
"AC010145.1",0,0
"RPSAP33",0,0
"FABP7P1",0,0
"AC114501.1",0.4409,0
"GAPDHP54",0,0
"AC000124.1",0,0.5596
"AP001136.1",0,0
"AL021393.1",0.1407,0
"AL663109.1",0,0
"HIKESHIP1",0,0.2038
"KRTAP3-4P",0,0
"FAM30A",0.0384,0.8489
"NAALADL2-AS2",0,0
"AC244035.1",0,0
"TBCAP1",6.7252,15.5584
"AC117465.1",0,0.171
"TLK1P1",0.0622,0.1097
"PGAM4",0.4487,2.3238
"WBP11P2",0.0537,0
"HNRNPA3P1",0.466,0.1567
"LINC02611",0.7965,0.8899
"C13orf42",0,0.074
"MTND1P20",0,0
"AC005828.1",0.1022,0.7217
"AL138749.1",0,0.2257
"CACTIN-AS1",0.7135,0.8398
